CodProvincia;CodMunicipio;CodigoPostal;Municipio;Provincia
1;1;1240;Alegría-Dulantzi;Araba/Álava
1;1;1193;Alegría-Dulantzi;Araba/Álava
1;2;1450;Amurrio;Araba/Álava
1;2;1468;Amurrio;Araba/Álava
1;2;1470;Amurrio;Araba/Álava
1;3;1160;Aramaio;Araba/Álava
1;3;1165;Aramaio;Araba/Álava
1;3;1169;Aramaio;Araba/Álava
1;4;1474;Artziniega;Araba/Álava
1;4;1478;Artziniega;Araba/Álava
1;6;1211;Armiñón;Araba/Álava
1;6;1220;Armiñón;Araba/Álava
1;8;1510;Arratzua-Ubarrundia;Araba/Álava
1;8;1520;Arratzua-Ubarrundia;Araba/Álava
1;9;1250;Asparrena;Araba/Álava
1;9;1260;Asparrena;Araba/Álava
1;9;1208;Asparrena;Araba/Álava
1;10;1408;Ayala/Aiara;Araba/Álava
1;10;1470;Ayala/Aiara;Araba/Álava
1;10;1476;Ayala/Aiara;Araba/Álava
1;10;1477;Ayala/Aiara;Araba/Álava
1;10;1478;Ayala/Aiara;Araba/Álava
1;10;1479;Ayala/Aiara;Araba/Álava
1;11;1307;Baños de Ebro/Mañueta;Araba/Álava
1;13;1206;Barrundia;Araba/Álava
1;13;1208;Barrundia;Araba/Álava
1;14;1211;Berantevilla;Araba/Álava
1;14;1220;Berantevilla;Araba/Álava
1;14;1212;Berantevilla;Araba/Álava
1;16;1118;Bernedo;Araba/Álava
1;16;1128;Bernedo;Araba/Álava
1;16;1194;Bernedo;Araba/Álava
1;16;1216;Bernedo;Araba/Álava
1;17;1110;Campezo/Kanpezu;Araba/Álava
1;17;1117;Campezo/Kanpezu;Araba/Álava
1;17;1128;Campezo/Kanpezu;Araba/Álava
1;18;1138;Zigoitia;Araba/Álava
1;18;1196;Zigoitia;Araba/Álava
1;19;1308;Kripan;Araba/Álava
1;20;1439;Kuartango;Araba/Álava
1;20;1430;Kuartango;Araba/Álava
1;21;1192;Elburgo/Burgelu;Araba/Álava
1;21;1193;Elburgo/Burgelu;Araba/Álava
1;22;1340;Elciego;Araba/Álava
1;23;1309;Elvillar/Bilar;Araba/Álava
1;27;1193;Iruraiz-Gauna;Araba/Álava
1;27;1206;Iruraiz-Gauna;Araba/Álava
1;27;1207;Iruraiz-Gauna;Araba/Álava
1;28;1012;Labastida/Bastida;Araba/Álava
1;28;1212;Labastida/Bastida;Araba/Álava
1;28;1330;Labastida/Bastida;Araba/Álava
1;30;1118;Lagrán;Araba/Álava
1;30;1211;Lagrán;Araba/Álava
1;31;1309;Laguardia;Araba/Álava
1;31;1308;Laguardia;Araba/Álava
1;31;1300;Laguardia;Araba/Álava
1;31;1321;Laguardia;Araba/Álava
1;32;1308;Lanciego/Lantziego;Araba/Álava
1;33;1306;Lapuebla de Labarca;Araba/Álava
1;34;1309;Leza;Araba/Álava
1;36;1400;Laudio/Llodio;Araba/Álava
1;37;1120;Arraia-Maeztu;Araba/Álava
1;37;1128;Arraia-Maeztu;Araba/Álava
1;37;1129;Arraia-Maeztu;Araba/Álava
1;39;1322;Moreda de Álava/Moreda Araba;Araba/Álava
1;41;1309;Navaridas;Araba/Álava
1;42;1409;Okondo;Araba/Álava
1;43;1320;Oyón-Oion;Araba/Álava
1;43;1322;Oyón-Oion;Araba/Álava
1;44;1212;Peñacerrada-Urizaharra;Araba/Álava
1;44;1216;Peñacerrada-Urizaharra;Araba/Álava
1;44;1211;Peñacerrada-Urizaharra;Araba/Álava
1;46;1213;Erriberagoitia/Ribera Alta;Araba/Álava
1;46;1220;Erriberagoitia/Ribera Alta;Araba/Álava
1;46;1420;Erriberagoitia/Ribera Alta;Araba/Álava
1;46;1423;Erriberagoitia/Ribera Alta;Araba/Álava
1;46;1426;Erriberagoitia/Ribera Alta;Araba/Álava
1;46;1428;Erriberagoitia/Ribera Alta;Araba/Álava
1;47;1213;Ribera Baja/Erribera Beitia;Araba/Álava
1;47;1220;Ribera Baja/Erribera Beitia;Araba/Álava
1;49;1426;Añana;Araba/Álava
1;49;1423;Añana;Araba/Álava
1;51;1200;Salvatierra/Agurain;Araba/Álava
1;51;1207;Salvatierra/Agurain;Araba/Álava
1;52;1307;Samaniego;Araba/Álava
1;53;1207;San Millán/Donemiliaga;Araba/Álava
1;53;1208;San Millán/Donemiliaga;Araba/Álava
1;54;1440;Urkabustaiz;Araba/Álava
1;54;1449;Urkabustaiz;Araba/Álava
1;54;1450;Urkabustaiz;Araba/Álava
1;55;1423;Valdegovía/Gaubea;Araba/Álava
1;55;1426;Valdegovía/Gaubea;Araba/Álava
1;55;1427;Valdegovía/Gaubea;Araba/Álava
1;55;1428;Valdegovía/Gaubea;Araba/Álava
1;56;1117;Harana/Valle de Arana;Araba/Álava
1;57;1307;Villabuena de Álava/Eskuernaga;Araba/Álava
1;58;1510;Legutio;Araba/Álava
1;58;1170;Legutio;Araba/Álava
1;58;1171;Legutio;Araba/Álava
1;59;1003;Vitoria-Gasteiz;Araba/Álava
1;59;1520;Vitoria-Gasteiz;Araba/Álava
1;59;1510;Vitoria-Gasteiz;Araba/Álava
1;59;1196;Vitoria-Gasteiz;Araba/Álava
1;59;1195;Vitoria-Gasteiz;Araba/Álava
1;59;1013;Vitoria-Gasteiz;Araba/Álava
1;59;1194;Vitoria-Gasteiz;Araba/Álava
1;59;1193;Vitoria-Gasteiz;Araba/Álava
1;59;1192;Vitoria-Gasteiz;Araba/Álava
1;59;1191;Vitoria-Gasteiz;Araba/Álava
1;59;1015;Vitoria-Gasteiz;Araba/Álava
1;59;1010;Vitoria-Gasteiz;Araba/Álava
1;59;1009;Vitoria-Gasteiz;Araba/Álava
1;59;1008;Vitoria-Gasteiz;Araba/Álava
1;59;1007;Vitoria-Gasteiz;Araba/Álava
1;59;1006;Vitoria-Gasteiz;Araba/Álava
1;59;1004;Vitoria-Gasteiz;Araba/Álava
1;59;1012;Vitoria-Gasteiz;Araba/Álava
1;59;1002;Vitoria-Gasteiz;Araba/Álava
1;59;1001;Vitoria-Gasteiz;Araba/Álava
1;59;1005;Vitoria-Gasteiz;Araba/Álava
1;60;1322;Yécora/Iekora;Araba/Álava
1;61;1208;Zalduondo;Araba/Álava
1;62;1212;Zambrana;Araba/Álava
1;63;1139;Zuia;Araba/Álava
1;63;1450;Zuia;Araba/Álava
1;63;1130;Zuia;Araba/Álava
1;901;1195;Iruña Oka/Iruña de Oca;Araba/Álava
1;901;1230;Iruña Oka/Iruña de Oca;Araba/Álava
1;901;1428;Iruña Oka/Iruña de Oca;Araba/Álava
1;901;1191;Iruña Oka/Iruña de Oca;Araba/Álava
1;902;1213;Lantarón;Araba/Álava
1;902;1423;Lantarón;Araba/Álava
2;1;2250;Abengibre;Albacete
2;2;2152;Alatoz;Albacete
2;3;2099;Albacete;Albacete
2;3;2140;Albacete;Albacete
2;3;2155;Albacete;Albacete
2;3;2328;Albacete;Albacete
2;3;2512;Albacete;Albacete
2;3;2071;Albacete;Albacete
2;3;2511;Albacete;Albacete
2;3;2008;Albacete;Albacete
2;3;2006;Albacete;Albacete
2;3;2005;Albacete;Albacete
2;3;2004;Albacete;Albacete
2;3;2003;Albacete;Albacete
2;3;2001;Albacete;Albacete
2;3;2002;Albacete;Albacete
2;3;2049;Albacete;Albacete
2;4;2653;Albatana;Albacete
2;5;2215;Alborea;Albacete
2;6;2128;Alcadozo;Albacete
2;6;2124;Alcadozo;Albacete
2;7;2252;Alcalá del Júcar;Albacete
2;7;2210;Alcalá del Júcar;Albacete
2;7;2211;Alcalá del Júcar;Albacete
2;7;2214;Alcalá del Júcar;Albacete
2;8;2330;Alcaraz;Albacete
2;8;2314;Alcaraz;Albacete
2;8;2312;Alcaraz;Albacete
2;8;2300;Alcaraz;Albacete
2;9;2640;Almansa;Albacete
2;10;2690;Alpera;Albacete
2;11;2124;Ayna;Albacete
2;11;2125;Ayna;Albacete
2;11;2126;Ayna;Albacete
2;11;2139;Ayna;Albacete
2;11;2999;Ayna;Albacete
2;12;2320;Balazote;Albacete
2;13;2213;Balsa de Ves;Albacete
2;13;2214;Balsa de Ves;Albacete
2;14;2614;Ballestero, El;Albacete
2;15;2639;Barrax;Albacete
2;16;2360;Bienservida;Albacete
2;17;2130;Bogarra;Albacete
2;17;2138;Bogarra;Albacete
2;17;2139;Bogarra;Albacete
2;17;2448;Bogarra;Albacete
2;18;2691;Bonete;Albacete
2;19;2613;Bonillo, El;Albacete
2;19;2610;Bonillo, El;Albacete
2;20;2153;Carcelén;Albacete
2;21;2151;Casas de Juan Núñez;Albacete
2;22;2329;Casas de Lázaro;Albacete
2;23;2212;Casas de Ves;Albacete
2;24;2200;Casas-Ibáñez;Albacete
2;25;2660;Caudete;Albacete
2;26;2247;Cenizate;Albacete
2;27;2693;Corral-Rubio;Albacete
2;28;2461;Cotillas;Albacete
2;29;2510;Chinchilla de Monte-Aragón;Albacete
2;29;2695;Chinchilla de Monte-Aragón;Albacete
2;29;2692;Chinchilla de Monte-Aragón;Albacete
2;29;2520;Chinchilla de Monte-Aragón;Albacete
2;29;2156;Chinchilla de Monte-Aragón;Albacete
2;29;2529;Chinchilla de Monte-Aragón;Albacete
2;30;2430;Elche de la Sierra;Albacete
2;30;2439;Elche de la Sierra;Albacete
2;30;2449;Elche de la Sierra;Albacete
2;30;2470;Elche de la Sierra;Albacete
2;31;2436;Férez;Albacete
2;32;2637;Fuensanta;Albacete
2;33;2651;Fuente-Álamo;Albacete
2;34;2249;Fuentealbilla;Albacete
2;34;2260;Fuentealbilla;Albacete
2;34;2251;Fuentealbilla;Albacete
2;35;2110;Gineta, La;Albacete
2;36;2253;Golosalvo;Albacete
2;37;2400;Hellín;Albacete
2;37;2409;Hellín;Albacete
2;37;2420;Hellín;Albacete
2;37;2490;Hellín;Albacete
2;37;2498;Hellín;Albacete
2;37;2499;Hellín;Albacete
2;38;2162;Herrera, La;Albacete
2;39;2690;Higueruela;Albacete
2;39;2694;Higueruela;Albacete
2;40;2696;Hoya-Gonzalo;Albacete
2;41;2248;Jorquera;Albacete
2;41;2249;Jorquera;Albacete
2;42;2434;Letur;Albacete
2;43;2160;Lezuza;Albacete
2;43;2161;Lezuza;Albacete
2;44;2124;Liétor;Albacete
2;44;2142;Liétor;Albacete
2;44;2410;Liétor;Albacete
2;45;2230;Madrigueras;Albacete
2;46;2240;Mahora;Albacete
2;47;2314;Masegoso;Albacete
2;48;2620;Minaya;Albacete
2;49;2448;Molinicos;Albacete
2;49;2449;Molinicos;Albacete
2;49;2440;Molinicos;Albacete
2;50;2638;Montalvos;Albacete
2;51;2650;Montealegre del Castillo;Albacete
2;52;2220;Motilleja;Albacete
2;53;2612;Munera;Albacete
2;54;2246;Navas de Jorquera;Albacete
2;55;2536;Nerpio;Albacete
2;55;2539;Nerpio;Albacete
2;55;2537;Nerpio;Albacete
2;55;2535;Nerpio;Albacete
2;55;2534;Nerpio;Albacete
2;55;2530;Nerpio;Albacete
2;55;2538;Nerpio;Albacete
2;56;2652;Ontur;Albacete
2;57;2611;Ossa de Montiel;Albacete
2;58;2136;Paterna del Madera;Albacete
2;58;2137;Paterna del Madera;Albacete
2;58;2138;Paterna del Madera;Albacete
2;58;2459;Paterna del Madera;Albacete
2;59;2138;Peñascosa;Albacete
2;59;2313;Peñascosa;Albacete
2;59;2314;Peñascosa;Albacete
2;60;2120;Peñas de San Pedro;Albacete
2;60;2128;Peñas de San Pedro;Albacete
2;60;2127;Peñas de San Pedro;Albacete
2;61;2692;Pétrola;Albacete
2;62;2311;Povedilla;Albacete
2;63;2129;Pozohondo;Albacete
2;63;2141;Pozohondo;Albacete
2;63;2142;Pozohondo;Albacete
2;64;2154;Pozo-Lorente;Albacete
2;65;2327;Pozuelo;Albacete
2;66;2249;Recueja, La;Albacete
2;67;2459;Riópar;Albacete
2;67;2462;Riópar;Albacete
2;67;2450;Riópar;Albacete
2;68;2332;Robledo;Albacete
2;68;2340;Robledo;Albacete
2;68;2331;Robledo;Albacete
2;69;2630;Roda, La;Albacete
2;69;2639;Roda, La;Albacete
2;70;2316;Salobre;Albacete
2;71;2326;San Pedro;Albacete
2;72;2435;Socovos;Albacete
2;72;2437;Socovos;Albacete
2;73;2100;Tarazona de la Mancha;Albacete
2;73;2110;Tarazona de la Mancha;Albacete
2;74;2500;Tobarra;Albacete
2;74;2514;Tobarra;Albacete
2;74;2513;Tobarra;Albacete
2;75;2150;Valdeganga;Albacete
2;76;2315;Vianos;Albacete
2;77;2213;Villa de Ves;Albacete
2;78;2636;Villalgordo del Júcar;Albacete
2;79;2270;Villamalea;Albacete
2;80;2350;Villapalacios;Albacete
2;81;2600;Villarrobledo;Albacete
2;81;2612;Villarrobledo;Albacete
2;82;2215;Villatoya;Albacete
2;83;2154;Villavaliente;Albacete
2;84;2460;Villaverde de Guadalimar;Albacete
2;84;2462;Villaverde de Guadalimar;Albacete
2;85;2310;Viveros;Albacete
2;86;2480;Yeste;Albacete
2;86;2482;Yeste;Albacete
2;86;2484;Yeste;Albacete
2;86;2485;Yeste;Albacete
2;86;2486;Yeste;Albacete
2;86;2487;Yeste;Albacete
2;86;2488;Yeste;Albacete
2;86;2489;Yeste;Albacete
2;901;2099;Pozo Cañada;Albacete
2;901;2510;Pozo Cañada;Albacete
3;1;3786;Adsubia;Alicante/Alacant
3;2;3698;Agost;Alicante/Alacant
3;3;3837;Agres;Alicante/Alacant
3;4;3569;Aigües;Alicante/Alacant
3;5;3340;Albatera;Alicante/Alacant
3;6;3723;Alcalalí;Alicante/Alacant
3;6;3728;Alcalalí;Alicante/Alacant
3;7;3841;Alcocer de Planes;Alicante/Alacant
3;8;3814;Alcoleja;Alicante/Alacant
3;9;3818;Alcoy/Alcoi;Alicante/Alacant
3;9;3804;Alcoy/Alcoi;Alicante/Alacant
3;9;3803;Alcoy/Alcoi;Alicante/Alacant
3;9;3802;Alcoy/Alcoi;Alicante/Alacant
3;9;3800;Alcoy/Alcoi;Alicante/Alacant
3;9;3801;Alcoy/Alcoi;Alicante/Alacant
3;10;3838;Alfafara;Alicante/Alacant
3;11;3580;Alfàs del Pi, l';Alicante/Alacant
3;11;3581;Alfàs del Pi, l';Alicante/Alacant
3;12;3169;Algorfa;Alicante/Alacant
3;13;3668;Algueña;Alicante/Alacant
3;14;3138;Alicante/Alacant;Alicante/Alacant
3;14;3015;Alicante/Alacant;Alicante/Alacant
3;14;3016;Alicante/Alacant;Alicante/Alacant
3;14;3112;Alicante/Alacant;Alicante/Alacant
3;14;3113;Alicante/Alacant;Alicante/Alacant
3;14;3006;Alicante/Alacant;Alicante/Alacant
3;14;3115;Alicante/Alacant;Alicante/Alacant
3;14;3409;Alicante/Alacant;Alicante/Alacant
3;14;3540;Alicante/Alacant;Alicante/Alacant
3;14;3559;Alicante/Alacant;Alicante/Alacant
3;14;3699;Alicante/Alacant;Alicante/Alacant
3;14;3014;Alicante/Alacant;Alicante/Alacant
3;14;3114;Alicante/Alacant;Alicante/Alacant
3;14;3004;Alicante/Alacant;Alicante/Alacant
3;14;3001;Alicante/Alacant;Alicante/Alacant
3;14;3008;Alicante/Alacant;Alicante/Alacant
3;14;3003;Alicante/Alacant;Alicante/Alacant
3;14;3013;Alicante/Alacant;Alicante/Alacant
3;14;3005;Alicante/Alacant;Alicante/Alacant
3;14;3007;Alicante/Alacant;Alicante/Alacant
3;14;3009;Alicante/Alacant;Alicante/Alacant
3;14;3010;Alicante/Alacant;Alicante/Alacant
3;14;3011;Alicante/Alacant;Alicante/Alacant
3;14;3012;Alicante/Alacant;Alicante/Alacant
3;14;3002;Alicante/Alacant;Alicante/Alacant
3;15;3160;Almoradí;Alicante/Alacant
3;15;3179;Almoradí;Alicante/Alacant
3;16;3827;Almudaina;Alicante/Alacant
3;17;3829;Alqueria d'Asnar, l';Alicante/Alacant
3;18;3590;Altea;Alicante/Alacant
3;18;3599;Altea;Alicante/Alacant
3;19;3680;Aspe;Alicante/Alacant
3;20;3812;Balones;Alicante/Alacant
3;21;3450;Banyeres de Mariola;Alicante/Alacant
3;22;3814;Benasau;Alicante/Alacant
3;23;3460;Beneixama;Alicante/Alacant
3;23;3469;Beneixama;Alicante/Alacant
3;24;3390;Benejúzar;Alicante/Alacant
3;25;3316;Benferri;Alicante/Alacant
3;26;3778;Beniarbeig;Alicante/Alacant
3;27;3517;Beniardá;Alicante/Alacant
3;28;3850;Beniarrés;Alicante/Alacant
3;29;3794;Benigembla;Alicante/Alacant
3;30;3759;Benidoleig;Alicante/Alacant
3;31;3501;Benidorm;Alicante/Alacant
3;31;3502;Benidorm;Alicante/Alacant
3;31;3503;Benidorm;Alicante/Alacant
3;32;3816;Benifallim;Alicante/Alacant
3;33;3517;Benifato;Alicante/Alacant
3;34;3178;Benijófar;Alicante/Alacant
3;35;3810;Benilloba;Alicante/Alacant
3;36;3827;Benillup;Alicante/Alacant
3;37;3516;Benimantell;Alicante/Alacant
3;38;3827;Benimarfull;Alicante/Alacant
3;39;3812;Benimassot;Alicante/Alacant
3;40;3769;Benimeli;Alicante/Alacant
3;41;3720;Benissa;Alicante/Alacant
3;42;3726;Benitachell/Poble Nou de Benitatxell, el;Alicante/Alacant
3;43;3410;Biar;Alicante/Alacant
3;44;3380;Bigastro;Alicante/Alacant
3;45;3518;Bolulla;Alicante/Alacant
3;46;3111;Busot;Alicante/Alacant
3;47;3710;Calp;Alicante/Alacant
3;48;3510;Callosa d'En Sarrià;Alicante/Alacant
3;49;3317;Callosa de Segura;Alicante/Alacant
3;49;3360;Callosa de Segura;Alicante/Alacant
3;50;3560;Campello, el;Alicante/Alacant
3;51;3469;Campo de Mirra/Camp de Mirra, el;Alicante/Alacant
3;52;3409;Cañada;Alicante/Alacant
3;53;3420;Castalla;Alicante/Alacant
3;54;3793;Castell de Castells;Alicante/Alacant
3;55;3158;Catral;Alicante/Alacant
3;56;3829;Cocentaina;Alicante/Alacant
3;56;3820;Cocentaina;Alicante/Alacant
3;57;3517;Confrides;Alicante/Alacant
3;58;3350;Cox;Alicante/Alacant
3;59;3158;Crevillent;Alicante/Alacant
3;59;3330;Crevillent;Alicante/Alacant
3;59;3339;Crevillent;Alicante/Alacant
3;60;3811;Quatretondeta;Alicante/Alacant
3;61;3159;Daya Nueva;Alicante/Alacant
3;62;3177;Daya Vieja;Alicante/Alacant
3;63;3709;Dénia;Alicante/Alacant
3;63;3780;Dénia;Alicante/Alacant
3;63;3770;Dénia;Alicante/Alacant
3;63;3700;Dénia;Alicante/Alacant
3;63;3749;Dénia;Alicante/Alacant
3;64;3150;Dolores;Alicante/Alacant
3;65;3205;Elche/Elx;Alicante/Alacant
3;65;3320;Elche/Elx;Alicante/Alacant
3;65;3296;Elche/Elx;Alicante/Alacant
3;65;3295;Elche/Elx;Alicante/Alacant
3;65;3294;Elche/Elx;Alicante/Alacant
3;65;3293;Elche/Elx;Alicante/Alacant
3;65;3292;Elche/Elx;Alicante/Alacant
3;65;3291;Elche/Elx;Alicante/Alacant
3;65;3290;Elche/Elx;Alicante/Alacant
3;65;3208;Elche/Elx;Alicante/Alacant
3;65;3206;Elche/Elx;Alicante/Alacant
3;65;3204;Elche/Elx;Alicante/Alacant
3;65;3203;Elche/Elx;Alicante/Alacant
3;65;3202;Elche/Elx;Alicante/Alacant
3;65;3201;Elche/Elx;Alicante/Alacant
3;65;3195;Elche/Elx;Alicante/Alacant
3;65;3194;Elche/Elx;Alicante/Alacant
3;65;3139;Elche/Elx;Alicante/Alacant
3;65;3207;Elche/Elx;Alicante/Alacant
3;66;3600;Elda;Alicante/Alacant
3;67;3813;Facheca;Alicante/Alacant
3;68;3813;Famorca;Alicante/Alacant
3;69;3509;Finestrat;Alicante/Alacant
3;70;3177;Formentera del Segura;Alicante/Alacant
3;70;3179;Formentera del Segura;Alicante/Alacant
3;71;3740;Gata de Gorgos;Alicante/Alacant
3;72;3840;Gaianes;Alicante/Alacant
3;73;3811;Gorga;Alicante/Alacant
3;74;3348;Granja de Rocamora;Alicante/Alacant
3;75;3517;Castell de Guadalest, el;Alicante/Alacant
3;76;3140;Guardamar del Segura;Alicante/Alacant
3;77;3688;Fondó de les Neus, el/Hondón de las Nieves;Alicante/Alacant
3;77;3689;Fondó de les Neus, el/Hondón de las Nieves;Alicante/Alacant
3;78;3689;Hondón de los Frailes;Alicante/Alacant
3;79;3440;Ibi;Alicante/Alacant
3;80;3310;Jacarilla;Alicante/Alacant
3;81;3727;Xaló;Alicante/Alacant
3;82;3730;Jávea/Xàbia;Alicante/Alacant
3;82;3737;Jávea/Xàbia;Alicante/Alacant
3;82;3738;Jávea/Xàbia;Alicante/Alacant
3;82;3739;Jávea/Xàbia;Alicante/Alacant
3;83;3100;Jijona/Xixona;Alicante/Alacant
3;84;3860;Lorcha/Orxa, l';Alicante/Alacant
3;85;3729;Llíber;Alicante/Alacant
3;86;3812;Millena;Alicante/Alacant
3;88;3679;Monforte del Cid;Alicante/Alacant
3;88;3670;Monforte del Cid;Alicante/Alacant
3;89;3640;Monóvar/Monòver;Alicante/Alacant
3;89;3649;Monóvar/Monòver;Alicante/Alacant
3;90;3110;Mutxamel;Alicante/Alacant
3;91;3792;Murla;Alicante/Alacant
3;92;3830;Muro de Alcoy;Alicante/Alacant
3;92;3839;Muro de Alcoy;Alicante/Alacant
3;93;3660;Novelda;Alicante/Alacant
3;94;3530;Nucia, la;Alicante/Alacant
3;95;3760;Ondara;Alicante/Alacant
3;96;3430;Onil;Alicante/Alacant
3;97;3795;Orba;Alicante/Alacant
3;97;3792;Orba;Alicante/Alacant
3;97;3790;Orba;Alicante/Alacant
3;97;3791;Orba;Alicante/Alacant
3;98;3579;Orxeta;Alicante/Alacant
3;99;3312;Orihuela;Alicante/Alacant
3;99;3315;Orihuela;Alicante/Alacant
3;99;3316;Orihuela;Alicante/Alacant
3;99;3689;Orihuela;Alicante/Alacant
3;99;3314;Orihuela;Alicante/Alacant
3;99;3313;Orihuela;Alicante/Alacant
3;99;3310;Orihuela;Alicante/Alacant
3;99;3300;Orihuela;Alicante/Alacant
3;99;3192;Orihuela;Alicante/Alacant
3;99;3191;Orihuela;Alicante/Alacant
3;99;3189;Orihuela;Alicante/Alacant
3;99;3369;Orihuela;Alicante/Alacant
3;99;3311;Orihuela;Alicante/Alacant
3;100;3792;Parcent;Alicante/Alacant
3;101;3750;Pedreguer;Alicante/Alacant
3;102;3780;Pego;Alicante/Alacant
3;103;3815;Penàguila;Alicante/Alacant
3;104;3610;Petrer;Alicante/Alacant
3;105;3658;Pinós, el/Pinoso;Alicante/Alacant
3;105;3659;Pinós, el/Pinoso;Alicante/Alacant
3;105;3650;Pinós, el/Pinoso;Alicante/Alacant
3;105;3657;Pinós, el/Pinoso;Alicante/Alacant
3;106;3828;Planes;Alicante/Alacant
3;107;3520;Polop;Alicante/Alacant
3;109;3369;Rafal;Alicante/Alacant
3;110;3769;Ràfol d'Almúnia, El;Alicante/Alacant
3;111;3370;Redován;Alicante/Alacant
3;112;3578;Relleu;Alicante/Alacant
3;113;3170;Rojales;Alicante/Alacant
3;114;3669;Romana, la;Alicante/Alacant
3;115;3795;Sagra;Alicante/Alacant
3;116;3409;Salinas;Alicante/Alacant
3;116;3638;Salinas;Alicante/Alacant
3;116;3658;Salinas;Alicante/Alacant
3;117;3769;Sanet y Negrals;Alicante/Alacant
3;118;3177;San Fulgencio;Alicante/Alacant
3;119;3550;Sant Joan d'Alacant;Alicante/Alacant
3;120;3193;San Miguel de Salinas;Alicante/Alacant
3;121;3130;Santa Pola;Alicante/Alacant
3;122;3690;San Vicente del Raspeig/Sant Vicent del Raspeig;Alicante/Alacant
3;123;3630;Sax;Alicante/Alacant
3;124;3579;Sella;Alicante/Alacant
3;125;3729;Senija;Alicante/Alacant
3;127;3518;Tàrbena;Alicante/Alacant
3;128;3724;Teulada;Alicante/Alacant
3;128;3725;Teulada;Alicante/Alacant
3;129;3109;Tibi;Alicante/Alacant
3;130;3813;Tollos;Alicante/Alacant
3;131;3795;Tormos;Alicante/Alacant
3;132;3108;Torremanzanas/Torre de les Maçanes, la;Alicante/Alacant
3;133;3180;Torrevieja;Alicante/Alacant
3;133;3181;Torrevieja;Alicante/Alacant
3;133;3182;Torrevieja;Alicante/Alacant
3;133;3183;Torrevieja;Alicante/Alacant
3;133;3184;Torrevieja;Alicante/Alacant
3;133;3185;Torrevieja;Alicante/Alacant
3;133;3186;Torrevieja;Alicante/Alacant
3;133;3188;Torrevieja;Alicante/Alacant
3;134;3788;Vall d'Alcalà, la;Alicante/Alacant
3;135;3789;Vall d'Ebo, la;Alicante/Alacant
3;136;3787;Vall de Gallinera;Alicante/Alacant
3;136;3788;Vall de Gallinera;Alicante/Alacant
3;137;3791;Vall de Laguar, la;Alicante/Alacant
3;138;3770;Verger, el;Alicante/Alacant
3;139;3570;Villajoyosa/Vila Joiosa, la;Alicante/Alacant
3;140;3400;Villena;Alicante/Alacant
3;140;3408;Villena;Alicante/Alacant
3;140;3409;Villena;Alicante/Alacant
3;140;3639;Villena;Alicante/Alacant
3;901;3779;Poblets, els;Alicante/Alacant
3;902;3190;Pilar de la Horadada;Alicante/Alacant
3;902;3191;Pilar de la Horadada;Alicante/Alacant
3;903;3187;Montesinos, Los;Alicante/Alacant
3;904;3349;San Isidro;Alicante/Alacant
4;1;4510;Abla;Almería
4;2;4533;Abrucena;Almería
4;2;4520;Abrucena;Almería
4;3;4770;Adra;Almería
4;3;4778;Adra;Almería
4;3;4779;Adra;Almería
4;4;4857;Albánchez;Almería
4;4;4858;Albánchez;Almería
4;5;4531;Alboloduy;Almería
4;5;4558;Alboloduy;Almería
4;6;4800;Albox;Almería
4;6;4814;Albox;Almería
4;6;4812;Albox;Almería
4;6;4600;Albox;Almería
4;6;4813;Albox;Almería
4;6;4692;Albox;Almería
4;7;4480;Alcolea;Almería
4;7;4768;Alcolea;Almería
4;8;4897;Alcóntar;Almería
4;8;4898;Alcóntar;Almería
4;9;4276;Alcudia de Monteagud;Almería
4;10;4567;Alhabia;Almería
4;11;4400;Alhama de Almería;Almería
4;12;4409;Alicún;Almería
4;13;4009;Almería;Almería
4;13;4160;Almería;Almería
4;13;4150;Almería;Almería
4;13;4131;Almería;Almería
4;13;4002;Almería;Almería
4;13;4130;Almería;Almería
4;13;4120;Almería;Almería
4;13;4008;Almería;Almería
4;13;4007;Almería;Almería
4;13;4006;Almería;Almería
4;13;4005;Almería;Almería
4;13;4003;Almería;Almería
4;13;4001;Almería;Almería
4;13;4004;Almería;Almería
4;14;4458;Almócita;Almería
4;15;4568;Alsodux;Almería
4;16;4628;Antas;Almería
4;16;4629;Antas;Almería
4;17;4660;Arboleas;Almería
4;18;4888;Armuña de Almanzora;Almería
4;19;4889;Bacares;Almería
4;20;4479;Bayárcal;Almería
4;20;4779;Bayárcal;Almería
4;21;4888;Bayarque;Almería
4;22;4288;Bédar;Almería
4;22;4289;Bédar;Almería
4;23;4458;Beires;Almería
4;24;4410;Benahadux;Almería
4;26;4276;Benitagla;Almería
4;27;4276;Benizalón;Almería
4;27;4274;Benizalón;Almería
4;28;4569;Bentarique;Almería
4;29;4713;Berja;Almería
4;29;4760;Berja;Almería
4;29;4768;Berja;Almería
4;29;4769;Berja;Almería
4;30;4450;Canjáyar;Almería
4;31;4815;Cantoria;Almería
4;31;4850;Cantoria;Almería
4;31;4858;Cantoria;Almería
4;32;4140;Carboneras;Almería
4;32;4149;Carboneras;Almería
4;33;4212;Castro de Filabres;Almería
4;34;4859;Cóbdar;Almería
4;35;4610;Cuevas del Almanzora;Almería
4;35;4616;Cuevas del Almanzora;Almería
4;35;4617;Cuevas del Almanzora;Almería
4;35;4618;Cuevas del Almanzora;Almería
4;35;4619;Cuevas del Almanzora;Almería
4;35;4647;Cuevas del Almanzora;Almería
4;35;4648;Cuevas del Almanzora;Almería
